author,title,journal,abstract,doi,ID,database,status,new_ID
Tam P.K.H. and Wong K.K.Y. and Atala A. and Giobbe G.G. and Booth C. and Gruber P.J. and Monone M. and Rafii S. and Rando T.A. and Vacanti J. and Comer C.D. and Elvassore N. and Grikscheit T. and de Coppi P.,Regenerative medicine: postnatal approaches,Lancet Child Adolesc. Health,"Paper 2 of the paediatric regenerative medicine Series focuses on recent advances in postnatal approaches. New gene, cell, and niche-based technologies and their combinations allow structural and functional reconstitution and simulation of complex postnatal cell, tissue, and organ hierarchies. Organoid and tissue engineering advances provide human disease models and novel treatments for both rare paediatric diseases and common diseases affecting all ages, such as COVID-19. Preclinical studies for gastrointestinal disorders are directed towards oesophageal replacement, short bowel syndrome, enteric neuropathy, biliary atresia, and chronic end-stage liver failure. For respiratory diseases, beside the first human tracheal replacement, more complex tissue engineering represents a promising solution to generate transplantable lungs. Genitourinary tissue replacement and expansion usually involve application of biocompatible scaffolds seeded with patient-derived cells. Gene and cell therapy approaches seem appropriate for rare paediatric diseases of the musculoskeletal system such as spinal muscular dystrophy, whereas congenital diseases of complex organs, such as the heart, continue to challenge new frontiers of regenerative medicine.Copyright 2022 Elsevier Ltd",10.1016/s2352-4642%2822%2900193-6,43639,EMBASE,r,
Tam PKH and Wong KKY and Atala A and Giobbe GG and Booth C and Gruber PJ and Monone M and Rafii S and Rando TA and Vacanti J and Comer CD and Elvassore N and Grikscheit T and de Coppi P,Regenerative medicine: postnatal approaches.,The Lancet. Child & adolescent health,"Paper 2 of the paediatric regenerative medicine Series focuses on recent advances in postnatal approaches. New gene, cell, and niche-based technologies and their combinations allow structural and functional reconstitution and simulation of complex postnatal cell, tissue, and organ hierarchies. Organoid and tissue engineering advances provide human disease models and novel treatments for both rare paediatric diseases and common diseases affecting all ages, such as COVID-19. Preclinical studies for gastrointestinal disorders are directed towards oesophageal replacement, short bowel syndrome, enteric neuropathy, biliary atresia, and chronic end-stage liver failure. For respiratory diseases, beside the first human tracheal replacement, more complex tissue engineering represents a promising solution to generate transplantable lungs. Genitourinary tissue replacement and expansion usually involve application of biocompatible scaffolds seeded with patient-derived cells. Gene and cell therapy approaches seem appropriate for rare paediatric diseases of the musculoskeletal system such as spinal muscular dystrophy, whereas congenital diseases of complex organs, such as the heart, continue to challenge new frontiers of regenerative medicine.",10.1016/s2352-4642(22)00193-6,11057,PubMed,k,
Cantero-Recasens G. and Alonso-Maranon J. and Lobo-Jarne T. and Garrido M. and Iglesias M. and Espinosa L. and Malhotra V.,Reversing chemorefraction in colorectal cancer cells by controlling mucin secretion,eLife,"Fifteen percent of colorectal cancer (CRC) cells exhibit a mucin hypersecretory phenotype, which is suggested to provide resistance to immune surveillance and chemotherapy. We now formally show that CRC cells build a barrier to chemotherapeutics by increasing mucins' secretion. We show that low levels of KChIP3, a negative regulator of mucin secretion (Cantero-Recasens et al., 2018), is a risk factor for CRC patients' relapse in a subset of untreated tumours. Our results also reveal that cells depleted of KChIP3 are four times more resistant (measured as cell viability and DNA damage) to chemotherapeutics 5-fluorouracil + irinotecan (5-FU+iri.) compared to control cells, whereas KChIP3-overexpressing cells are 10 times more sensitive to killing by chemotherapeutics. A similar increase in tumour cell death is observed upon chemical inhibition of mucin secretion by the sodium/calcium exchanger (NCX) blockers (Mitrovic et al., 2013). Finally, sensitivity of CRC patientderived organoids to 5-FU+iri. increases 40-fold upon mucin secretion inhibition. Reducing mucin secretion thus provides a means to control chemoresistance of mucinous CRC cells and other mucinous tumours.",10.7554/elife.73926,2677,EMBASE,k,
"Cantero-Recasens, Gerard and Alonso-Maranon, Josune and Lobo-Jarne, Teresa and Garrido, Marta and Iglesias, Mar and Espinosa, Lluis and Malhotra, Vivek and Ten Hagen, Kelly G.",Reversing chemorefraction in colorectal cancer cells by controlling mucin secretion,ELIFE,"Fifteen percent of colorectal cancer (CRC) cells exhibit a mucin hypersecretory phenotype, which is suggested to provide resistance to immune surveillance and chemotherapy. We now formally show that CRC cells build a barrier to chemotherapeutics by increasing mucins' secretion. We show that low levels of KChIP3, a negative regulator of mucin secretion (Cantero-Recasens et al., 2018), is a risk factor for CRC patients' relapse in a subset of untreated tumours. Our results also reveal that cells depleted of KChIP3 are four times more resistant (measured as cell viability and DNA damage) to chemotherapeutics 5-fluorouracil + irinotecan (5-FU+iri.) compared to control cells, whereas KChIP3-overexpressing cells are 10 times more sensitive to killing by chemotherapeutics. A similar increase in tumour cell death is observed upon chemical inhibition of mucin secretion by the sodium/calcium exchanger (NCX) blockers (Mitrovic et al., 2013). Finally, sensitivity of CRC patient-derived organoids to 5-FU+iri. increases 40-fold upon mucin secretion inhibition. Reducing mucin secretion thus provides a means to control chemoresistance of mucinous CRC cells and other mucinous tumours.",10.7554/elife.73926; 10.7554/elife.73926.sa0; 10.7554/elife.73926.sa1; 10.7554/elife.73926.sa2,50643,Web of Science,r,
"Karkampouna, Sofia and Kruithof-de Julio, Marianna and Thalmann, George N.",Role of prostate and bone stromal cells on prostate cancer progression,AMERICAN JOURNAL OF CLINICAL AND EXPERIMENTAL UROLOGY,"Prostate cancer is a highly heterogeneous disease, often manifesting in a metastatic form to the bone. Complex tumour cells and surrounding microenvironment interactions are important determinants of disease progression and therapy resistance. Here, we provide an overview of some of the early studies that recognized the pro-tumourigenic role of prostate stroma, particularly fibroblasts, bone stromal components, and its permissive tumour properties. This article is written in memory of Prof. Dr LWK Chung and his contributions. Prostate and bone metastasis stroma concepts emerging from his work are now more actively being pursued by the authors of this article and others in the field.",NA,51836,Web of Science,r,
Karkampouna S and Kruithof-de Julio M and Thalmann GN,Role of prostate and bone stromal cells on prostate cancer progression.,American journal of clinical and experimental urology,"Prostate cancer is a highly heterogeneous disease, often manifesting in a metastatic form to the bone. Complex tumour cells and surrounding microenvironment interactions are important determinants of disease progression and therapy resistance. Here, we provide an overview of some of the early studies that recognized the pro-tumourigenic role of prostate stroma, particularly fibroblasts, bone stromal components, and its permissive tumour properties. This article is written in memory of Prof. Dr LWK Chung and his contributions. Prostate and bone metastasis stroma concepts emerging from his work are now more actively being pursued by the authors of this article and others in the field.",NA,11047,PubMed,k,
Karkampouna S and Kruithof-de Julio M and Thalmann GN,Role of prostate and bone stromal cells on prostate cancer progression.,American journal of clinical and experimental urology,"Prostate cancer is a highly heterogeneous disease, often manifesting in a metastatic form to the bone. Complex tumour cells and surrounding microenvironment interactions are important determinants of disease progression and therapy resistance. Here, we provide an overview of some of the early studies that recognized the pro-tumourigenic role of prostate stroma, particularly fibroblasts, bone stromal components, and its permissive tumour properties. This article is written in memory of Prof. Dr LWK Chung and his contributions. Prostate and bone metastasis stroma concepts emerging from his work are now more actively being pursued by the authors of this article and others in the field.",NA,48251,PubMed,r,
"Moh, T. S. Y. and Jin, J. J. Y. and Wong, L. A. and Tiong, M. C. and Chan, C. K.",Role of the tumor microenvironment in malignant melanoma organoids during the development and metastasis of tumors,FRONTIERS IN MECHANICAL ENGINEERING-SWITZERLAND,"Over the years, the desire to have better thermal comfort in terms of living has been extensively discussed and is in high demand, especially in metropolitan cities. Alongside the desired outcomes, air conditioning facilities have been implemented, but they also bring negative consequences, such as a high energy bill and multi-dimensional environmental impacts. To counter these problems, a hybrid technique combining the evaporative cooling technique with a venturi-shaped natural ventilation tower is proposed. Evaporative cooling takes advantage of cooling in response to the wind blowing through a layer of wetted surface that is built with permeable materials. Combining with the specially designed venturi-shaped natural ventilation tower to improve the volume intake of wind externally, this system is aimed to reduce temperature and achieve thermal comfort by cooling down the air with circulation in a continuous accumulative mode. To gauge the efficiency and effectiveness of this hybrid technique, an evaporative system known as the wind-induced evaporative cooling (WIEC) system is directly fed into a testing chamber (installed with sensors) fabricated with a scale of 1:6. The system was tested in a hot and humid climate with a temperature range of 27?-34?. The finding shows that our system is able to reduce temperatures up to 3.873? with an output cooling capacity of 9 W-476.3 W, which shows the feasibility of this study.",10.3389/fmech.2023.1069806,50946,Web of Science,r,
Zhou S and Lu J and Liu S and Shao J and Liu Z and Li J and Xiao W,Role of the tumor microenvironment in malignant melanoma organoids during the development and metastasis of tumors.,Frontiers in cell and developmental biology,"Malignant melanoma (MM) is the most metastatic and aggressive form of skin cancer, and carries a high risk of death. Immune-checkpoint inhibitor therapy and molecular-targeted therapy can prolong the survival of patients with advanced MM significantly. However, the low response rate and inevitable drug resistance prevent further improvements in efficacy, which is closely related to the tumor microenvironment (TME). The TME refers to the tumor stroma, including fibroblasts, keratinocytes, immune cells, soluble molecules, and extracellular matrix (ECM). The dynamic interaction between the TME and tumor cells is very important for the growth, local invasion, and metastatic spread of tumor cells. A patient-derived organoid (PDO) model involves isolation of tumor tissue from patients with MM and culturing it in vitro in a three-dimensional pattern. Compared with traditional cultivation methods, the PDO model preserves the heterogeneity of the tissue structure of MM and demonstrates the interaction between MM cells and the TME. It can reproduce the characteristics of proliferation, migration, and invasion of MM cells, and better simulate the structural function of MM in vivo. This review explores the role of each TME component in development of the PDO model. This review will provide a reference for research on the drug screening and targeted treatment using PDOs, particularly for the immunotherapy of MM.",10.3389/fcell.2023.1166916,47979,PubMed,k,
"Kumar, Vikrant and Ramnarayanan, Kalpana and Sundar, Raghav and Padmanabhan, Nisha and Srivastava, Supriya and Koiwa, Mayu and Yasuda, Tadahito and Koh, Vivien and Huang, Kie Kyon and Tay, Su Ting and Ho, Shamaine Wei Ting and Tan, Angie Lay Keng and Ishimoto, Takatsugu and Kim, Guowei and Shabbir, Asim and Chen, Qingfeng and Zhang, Biyan and Xu, Shengli and Lam, Kong-Peng and Lum, Huey Yew Jeffrey and Teh, Ming and Yong, Wei Peng and So, Jimmy Bok Yan and Tan, Patrick","Single-Cell Atlas of Lineage States, Tumor Microenvironment, and Subtype-Specific Expression Programs in Gastric Cancer",CANCER DISCOVERY,"Gastric cancer heterogeneity represents a barrier to disease management. We generated a comprehensive single-cell atlas of gastric cancer (>200,000 cells) comprising 48 samples from 31 patients across clinical stages and histologic subtypes. We identified 34 distinct cell-lineage states including novel rare cell populations. Many lineage states exhibited distinct cancer-associated expression profiles. individually contributing to a combined tumor-wide molecular collage. We observed increased plasma cell proportions in diffuse-type tumors associated with epithelial resident KLF2 and stage-wise accrual of cancer-associated fibroblast subpopulations marked by high INHBA and FAP coexpression. Single-cell comparisons between patient-derived organoids (PDO) and primary tumors highlighted inter- and intralineage similarities and differences, demarcating molecular boundaries of PDOs as experimental models. We complemented these findings by spatial transcriptomics, orthogonal validation in independent bulk RNA-sequencing cohorts, and functional demonstration using in vitro and in vivo models. Our results provide a high-resolution molecular resource of intra- and interpatient lineage states across distinct gastric cancer subtypes.",NA,50511,Web of Science,r,
Kumar V and Ramnarayanan K and Sundar R and Padmanabhan N and Srivastava S and Koiwa M and Yasuda T and Koh V and Huang KK and Tay ST and Ho SWT and Tan ALK and Ishimoto T and Kim G and Shabbir A and Chen Q and Zhang B and Xu S and Lam KP and Lum HYJ and Teh M and Yong WP and So JBY and Tan P,"Single-Cell Atlas of Lineage States, Tumor Microenvironment, and Subtype-Specific Expression Programs in Gastric Cancer.",Cancer discovery,"Gastric cancer heterogeneity represents a barrier to disease management. We generated a comprehensive single-cell atlas of gastric cancer (>200,000 cells) comprising 48 samples from 31 patients across clinical stages and histologic subtypes. We identified 34 distinct cell-lineage states including novel rare cell populations. Many lineage states exhibited distinct cancer-associated expression profiles, individually contributing to a combined tumor-wide molecular collage. We observed increased plasma cell proportions in diffuse-type tumors associated with epithelial-resident KLF2 and stage-wise accrual of cancer-associated fibroblast subpopulations marked by high INHBA and FAP coexpression. Single-cell comparisons between patient-derived organoids (PDO) and primary tumors highlighted inter- and intralineage similarities and differences, demarcating molecular boundaries of PDOs as experimental models. We complemented these findings by spatial transcriptomics, orthogonal validation in independent bulk RNA-sequencing cohorts, and functional demonstration using in vitro and in vivo models. Our results provide a high-resolution molecular resource of intra- and interpatient lineage states across distinct gastric cancer subtypes. SIGNIFICANCE: We profiled gastric malignancies at single-cell resolution and identified increased plasma cell proportions as a novel feature of diffuse-type tumors. We also uncovered distinct cancer-associated fibroblast subtypes with INHBA-FAP-high cell populations as predictors of poor clinical prognosis. Our findings highlight potential origins of deregulated cell states in the gastric tumor ecosystem. This article is highlighted in the In This Issue feature, p. 587.",10.1158/2159-8290.cd-21-0683,1997,PubMed,k,
"Moline, Daniel C. and Zenner, Morgan L. and Burr, Alex and Vellky, Jordan E. and Nonn, Larisa and Vander Griend, Donald J.",Single-cell RNA-Seq identifies factors necessary for the regenerative phenotype of prostate luminal epithelial progenitors,AMERICAN JOURNAL OF CLINICAL AND EXPERIMENTAL UROLOGY,"Benign prostate hyperplasia and prostate cancer are common diseases that involve the overgrowth of prostatic tissue. Although their pathologies and symptoms differ, both diseases show aberrant activation of prostate progenitor cell phenotypes in a tissue that should be relatively quiescent. This phenomenon prompts a need to better define the normal prostate progenitor cell phenotype and pursue the discovery of causal networks that could yield druggable targets to combat hyperplastic prostate diseases. We used single-cell (sc) RNA-Seq analysis to confirm the identity of a luminal progenitor cell population in both the hormonally intact and castrated mouse prostate. Using marker genes from our scRNA-Seq analysis, we identified factors necessary for the regeneration phenotype of prostate organoids derived from mice and humans in vitro. These data outline potential factors necessary for prostate regeneration and utilization of scRNA-Seq approaches for the identification of pharmacologic strategies targeting critical cell populations that drive prostate disease.",NA,50100,Web of Science,r,
Moline DC and Zenner ML and Burr A and Vellky JE and Nonn L and Vander Griend DJ,Single-cell RNA-Seq identifies factors necessary for the regenerative phenotype of prostate luminal epithelial progenitors.,American journal of clinical and experimental urology,"Benign prostate hyperplasia and prostate cancer are common diseases that involve the overgrowth of prostatic tissue. Although their pathologies and symptoms differ, both diseases show aberrant activation of prostate progenitor cell phenotypes in a tissue that should be relatively quiescent. This phenomenon prompts a need to better define the normal prostate progenitor cell phenotype and pursue the discovery of causal networks that could yield druggable targets to combat hyperplastic prostate diseases. We used single-cell (sc) RNA-Seq analysis to confirm the identity of a luminal progenitor cell population in both the hormonally intact and castrated mouse prostate. Using marker genes from our scRNA-Seq analysis, we identified factors necessary for the regeneration phenotype of prostate organoids derived from mice and humans in vitro. These data outline potential factors necessary for prostate regeneration and utilization of scRNA-Seq approaches for the identification of pharmacologic strategies targeting critical cell populations that drive prostate disease.",NA,46379,PubMed,k,
Hein R.F.C. and Conchola A.S. and Fine A.S. and Xiao Z. and Frum T. and Brastrom L.K. and Akinwale M.A. and Childs C.J. and Tsai Y.-H. and Holloway E.M. and Huang S. and Mahoney J. and Heemskerk I. and Spence J.R.,Stable iPSC-derived NKX2-1+ lung bud tip progenitor organoids give rise to airway and alveolar cell types,Development,"Bud tip progenitors (BTPs) in the developing lung give rise to all epithelial cell types found in the airways and alveoli. This work aimed to develop an iPSC organoid model enriched with NKX2-1+ BTP-like cells. Building on previous studies, we optimized a directed differentiation paradigm to generate spheroids with more robust NKX2-1 expression. Spheroids were expanded into organoids that possessed NKX2-1+/CPM+ BTP-like cells, which increased in number over time. Single cell RNA-sequencing analysis revealed a high degree of transcriptional similarity between induced BTPs (iBTPs) and in vivo BTPs. Using FACS, iBTPs were purified and expanded as induced bud tip progenitor organoids (iBTOs), which maintained an enriched population of bud tip progenitors. When iBTOs were directed to differentiate into airway or alveolar cell types using well-established methods, they gave rise to organoids composed of organized airway or alveolar epithelium, respectively. Collectively, iBTOs are transcriptionally and functionally similar to in vivo BTPs, providing an important model for studying human lung development and differentiation.Copyright 2022. Published by The Company of Biologists Ltd.",10.1242/dev.200693/2159603/dev200693,42628,EMBASE,r,
Hein RFC and Conchola AS and Fine AS and Xiao Z and Frum T and Brastrom LK and Akinwale MA and Childs CJ and Tsai YH and Holloway EM and Huang S and Mahoney J and Heemskerk I and Spence JR,Stable iPSC-derived NKX2-1+ lung bud tip progenitor organoids give rise to airway and alveolar cell types.,"Development (Cambridge, England)","Bud tip progenitors (BTPs) in the developing lung give rise to all epithelial cell types found in the airways and alveoli. This work aimed to develop an iPSC organoid model enriched with NKX2-1+ BTP-like cells. Building on previous studies, we optimized a directed differentiation paradigm to generate spheroids with more robust NKX2-1 expression. Spheroids were expanded into organoids that possessed NKX2-1+/CPM+ BTP-like cells, which increased in number over time. Single cell RNA-sequencing analysis revealed a high degree of transcriptional similarity between induced BTPs (iBTPs) and in vivo BTPs. Using FACS, iBTPs were purified and expanded as induced bud tip progenitor organoids (iBTOs), which maintained an enriched population of bud tip progenitors. When iBTOs were directed to differentiate into airway or alveolar cell types using well-established methods, they gave rise to organoids composed of organized airway or alveolar epithelium, respectively. Collectively, iBTOs are transcriptionally and functionally similar to in vivo BTPs, providing an important model for studying human lung development and differentiation.",10.1242/dev.200693,9956,PubMed,k,
Van Hemelryk A. and Erkens-Schulze S. and Lam L. and Stuurman D. and de Ridder C.M.A. and French P.J. and van Royen M.E. and van Weerden W.M.,Standardization of viability assays and high-content live-cell imaging protocols for large-scale drug testing in prostate cancer PDX-derived organoids,Eur. J. Cancer,NA,10.1016/s0959-8049%2822%2900913-3,42111,EMBASE,r,
"Van Hemelryk, A. and Erkens-Schulze, S. and Lam, L. and Stuurman, D. and de Ridder, C.M.A. and French, P.J. and van Royen, M.E. and van Weerden, W.M.",Standardization of viability assays and high-content live-cell imaging protocols for large-scale drug testing in prostate cancer PDX-derived organoids,European Journal of Cancer,NA,10.1016/s0959-8049(22)00913-3,54411,Scopus,k,
"Das, Deepsekhar and Modaboyina, Sujeeth and Agrawal, Sahil and Pushker, Neelam and Meel, Rachna and Bajaj, Mandeep S.",Tessier cranio-facial clefts presenting to a tertiary eye care center in Northern India: Ophthalmic features and a review of management,INDIAN JOURNAL OF OPHTHALMOLOGY,"Purpose: Tessier classification is used to classify congenital facial cleft disorders utilizing the anatomical location of the cleft and its extension. The orbital and ocular morbidities associated with the birth disorder are numerous. The authors decided to perform a retrospective analysis of the clinical features of the patients who presented to a tertiary care hospital with orbito-cranial clefts. Methods: The authors retrospectively evaluated the records of patients with craniofacial clefts who had presented to a tertiary eye care hospital in northern India in the last 2 years (January 2019-December 2020). The clinical features were studied, entered in MS Excel, and the data were evaluated. Results: The data of 40 patients with Tessier cleft were found. The majority of the patients were male and presented in the pediatric age group. Unilateral involvement was more common, with maxillary hypoplasia being the most common facial anomaly associated. Eyelid coloboma and euryblepharon was the most common periocular finding; lateral epibulbar dermoid and corneal opacity were the most common ocular surface anomaly. The majority of patients had presented for cosmetic correction. The syndromic association was with Goldenhar syndrome (n = 13), Fraser (n = 2), and one each of Treacher Collins, blepharocheilodontic, organoid nevus, and oculo-dento-digital syndrome. Combined clefts were also seen. Conclusion: Tessier cleft classification is a useful tool to classify cranio-facial left anomalies. Multitudes of ocular and orbital anomalies can be associated with their different forms. Better knowledge and understanding of the classification will aid immensely in predicting the ocular defects and planning their management.",10.4103/ijo.ijo\_86\_22,52084,Web of Science,r,
Das D and Modaboyina S and Agrawal S and Pushker N and Meel R and Bajaj MS,Tessier cranio-facial clefts presenting to a tertiary eye care center in Northern India: Ophthalmic features and a review of management.,Indian journal of ophthalmology,"PURPOSE: Tessier classification is used to classify congenital facial cleft disorders utilizing the anatomical location of the cleft and its extension. The orbital and ocular morbidities associated with the birth disorder are numerous. The authors decided to perform a retrospective analysis of the clinical features of the patients who presented to a tertiary care hospital with orbito-cranial clefts. METHODS: The authors retrospectively evaluated the records of patients with craniofacial clefts who had presented to a tertiary eye care hospital in northern India in the last 2 years (January 2019-December 2020). The clinical features were studied, entered in MS Excel, and the data were evaluated. RESULTS: The data of 40 patients with Tessier cleft were found. The majority of the patients were male and presented in the pediatric age group. Unilateral involvement was more common, with maxillary hypoplasia being the most common facial anomaly associated. Eyelid coloboma and euryblepharon was the most common periocular finding; lateral epibulbar dermoid and corneal opacity were the most common ocular surface anomaly. The majority of patients had presented for cosmetic correction. The syndromic association was with Goldenhar syndrome (n = 13), Fraser (n = 2), and one each of Treacher Collins, blepharocheilodontic, organoid nevus, and oculo-dento-digital syndrome. Combined clefts were also seen. CONCLUSION: Tessier cleft classification is a useful tool to classify cranio-facial left anomalies. Multitudes of ocular and orbital anomalies can be associated with their different forms. Better knowledge and understanding of the classification will aid immensely in predicting the ocular defects and planning their management.",10.4103/ijo.ijo_86_22,48461,PubMed,k,
"Rajan, Anubama and Weaver, Ashley Morgan and Aloisio, Gina Marie and Jelinski, Joseph and Johnson, Hannah L. and Venable, Susan F. and McBride, Trevor and Aideyan, Letisha and Piedra, Felipe-Andres and Ye, Xunyan and Melicoff-Portillo, Ernestina and Yerramilli, Malli Rama Kanthi and Zeng, Xi-Lei and Mancini, Michael A. and Stossi, Fabio and Maresso, Anthony W. and Kotkar, Shalaka A. and Estes, Mary K. and Blutt, Sarah and Avadhanula, Vasanthi and Piedra, Pedro A.",The Human Nose Organoid Respiratory Virus Model: an Ex Vivo Human Challenge Model To Study Respiratory Syncytial Virus (RSV) and Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Pathogenesis and Evaluate Therapeutics,MBIO,"There is an unmet need for preclinical models to understand the pathogenesis of human respiratory viruses and predict responsiveness to immunotherapies. Airway organoids can serve as an ex vivo human airway model to study respiratory viral pathogenesis; however, they rely on invasive techniques to obtain patient samples. Here, we report a noninvasive technique to generate human nose organoids (HNOs) as an alternative to biopsy-derived organoids. We made air-liquid interface (ALI) cultures from HNOs and assessed infection with two major human respiratory viruses, respiratory syncytial virus (RSV) and severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Infected HNO-ALI cultures recapitulate aspects of RSV and SARS-CoV-2 infection, including viral shedding, ciliary damage, innate immune responses, and mucus hypersecretion. Next, we evaluated the feasibility of the HNO-ALI respiratory virus model system to test the efficacy of palivizumab to prevent RSV infection. Palivizumab was administered in the basolateral compartment (circulation), while viral infection occurred in the apical ciliated cells (airways), simulating the events in infants. In our model, palivizumab effectively prevented RSV infection in a concentration dependent manner. Thus, the HNO-ALI model can serve as an alternative to lung organoids to study respiratory viruses and test therapeutics. IMPORTANCE Preclinical models that recapitulate aspects of human airway disease are essential for the advancement of novel therapeutics and vaccines. Here, we report a versatile airway organoid model, the human nose organoid (HNO), that recapitulates the complex interactions between the host and virus. HNOs are obtained using noninvasive procedures and show divergent responses to SARS-CoV-2 and RSV infection. SARS-CoV-2 induces severe damage to cilia and the epithelium, no interferon -l response, and minimal mucus secretion. In striking contrast, RSV induces hypersecretion of mucus and a profound interferon -l response with ciliary damage. We also demonstrated the usefulness of our ex vivo HNO model of RSV infection to test the efficacy of palivizumab, an FDA-approved monoclonal antibody to prevent severe RSV disease in high-risk infants. Our study reports a breakthrough in both the development of a novel nose organoid model and in our understanding of the host cellular response to RSV and SARS-CoV-2 infection.",NA,49007,Web of Science,r,
Rajan A and Weaver AM and Aloisio GM and Jelinski J and Johnson HL and Venable SF and McBride T and Aideyan L and Piedra FA and Ye X and Melicoff-Portillo E and Yerramilli MRK and Zeng XL and Mancini MA and Stossi F and Maresso AW and Kotkar SA and Estes MK and Blutt S and Avadhanula V and Piedra PA,The Human Nose Organoid Respiratory Virus Model: an Ex Vivo Human Challenge Model To Study Respiratory Syncytial Virus (RSV) and Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Pathogenesis and Evaluate Therapeutics.,mBio,"There is an unmet need for preclinical models to understand the pathogenesis of human respiratory viruses and predict responsiveness to immunotherapies. Airway organoids can serve as an ex vivo human airway model to study respiratory viral pathogenesis; however, they rely on invasive techniques to obtain patient samples. Here, we report a noninvasive technique to generate human nose organoids (HNOs) as an alternative to biopsy-derived organoids. We made air-liquid interface (ALI) cultures from HNOs and assessed infection with two major human respiratory viruses, respiratory syncytial virus (RSV) and severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Infected HNO-ALI cultures recapitulate aspects of RSV and SARS-CoV-2 infection, including viral shedding, ciliary damage, innate immune responses, and mucus hypersecretion. Next, we evaluated the feasibility of the HNO-ALI respiratory virus model system to test the efficacy of palivizumab to prevent RSV infection. Palivizumab was administered in the basolateral compartment (circulation), while viral infection occurred in the apical ciliated cells (airways), simulating the events in infants. In our model, palivizumab effectively prevented RSV infection in a concentration-dependent manner. Thus, the HNO-ALI model can serve as an alternative to lung organoids to study respiratory viruses and test therapeutics. IMPORTANCE Preclinical models that recapitulate aspects of human airway disease are essential for the advancement of novel therapeutics and vaccines. Here, we report a versatile airway organoid model, the human nose organoid (HNO), that recapitulates the complex interactions between the host and virus. HNOs are obtained using noninvasive procedures and show divergent responses to SARS-CoV-2 and RSV infection. SARS-CoV-2 induces severe damage to cilia and the epithelium, no interferon- response, and minimal mucus secretion. In striking contrast, RSV induces hypersecretion of mucus and a profound interferon- response with ciliary damage. We also demonstrated the usefulness of our ex vivo HNO model of RSV infection to test the efficacy of palivizumab, an FDA-approved monoclonal antibody to prevent severe RSV disease in high-risk infants. Our study reports a breakthrough in both the development of a novel nose organoid model and in our understanding of the host cellular response to RSV and SARS-CoV-2 infection.",10.1128/mbio.03511-21,2631,PubMed,k,
"Chang, Yu-Hsun and Wu, Kun-Chi and Harnod, Tomor and Ding, Dah-Ching",The organoid: A research model for ovarian cancer,TZU CHI MEDICAL JOURNAL,"Epithelial ovarian cancer (EOC) is a heterogeneous disease with a variety of distinct clinical and molecular characteristics. The currently available and common research models for EOC include tumor cell lines and patient-derived xenografts. However, these models have certain shortcomings: establishing a cell line is time-consuming, loss of genetic traits after long-term culture is a possibility, and investment is required in terms of animal care facilities. Therefore, better research models are required. Organoid technology was originally developed from colorectal cancer. Tumor organoid is a three-dimensional culture system and can help accurately recapture the tumor phenotype from the original tumor. Tumor organoid systems can overcome the above-mentioned shortcomings of the currently available research models. The organoid model can be used for culturing ovarian cancer subtypes, screening drugs, assessing genomes, and establishing biobanks. However, the currently available organoid models can only culture one type of cells, epithelial cells. Therefore, an organoid-on-a-chip device can be developed in the future to provide a microenvironment for cell-cell, cell-matrix, and cell-media interactions. Thus, organoid models can be used in ovarian cancer research and can generate a simulated in vivo system, enabling studies on the heterogeneity of ovarian cancer.",10.4103/tcmj.tcmj\_63\_21,51456,Web of Science,r,
Chang YH and Wu KC and Harnod T and Ding DC,The organoid: A research model for ovarian cancer.,Tzu chi medical journal,"Epithelial ovarian cancer (EOC) is a heterogeneous disease with a variety of distinct clinical and molecular characteristics. The currently available and common research models for EOC include tumor cell lines and patient-derived xenografts. However, these models have certain shortcomings: establishing a cell line is time-consuming, loss of genetic traits after long-term culture is a possibility, and investment is required in terms of animal care facilities. Therefore, better research models are required. Organoid technology was originally developed from colorectal cancer. Tumor organoid is a three-dimensional culture system and can help accurately recapture the tumor phenotype from the original tumor. Tumor organoid systems can overcome the above-mentioned shortcomings of the currently available research models. The organoid model can be used for culturing ovarian cancer subtypes, screening drugs, assessing genomes, and establishing biobanks. However, the currently available organoid models can only culture one type of cells, epithelial cells. Therefore, an organoid-on-a-chip device can be developed in the future to provide a microenvironment for cell-cell, cell-matrix, and cell-media interactions. Thus, organoid models can be used in ovarian cancer research and can generate a simulated in vivo system, enabling studies on the heterogeneity of ovarian cancer.",10.4103/tcmj.tcmj_63_21,7894,PubMed,k,
