"author","title","journal","abstract","doi","ID","database","status"
"Jain, Mamta and Saxena, Rajeev and Saxena, Sangeeta and Jain, Sanjay","Sacrococcygeal Teratoma with Organoid Lung Differentiation: A Rare Entity","JOURNAL OF CLINICAL NEONATOLOGY","Teratoma is a tumor that is derived from three germ cell layers, and it occurs commonly in the ovary and sacrococcygeal region. In the present study, we report a rare case of sacrococcygeal teratoma of newborn showing features of organoid lung differentiation. A 2-day-old girl child presented with left gluteal mass. Surgical excision was done, and histopathology revealed mature sacrococcygeal teratoma with adult type organoid lung differentiation which is a very rare finding.","10.4103/jcn.jcn\_89\_16",24903,"Web of Science","r"
"Resende C. and Araujo C. and Vieira A.P. and Ventura F. and Brito C.","Schimmelpenning syndrome","Dermatol. Online J","Schimmelpenning syndrome (SS) includes an organoid nevus that follows the lines of Blaschko and defects of brain, eyes, bones, or other systems. We report a case of a 3-month old female infant, who presented with several thin plaques, with irregular borders, yellowish color, which had a verrucous appearance, following the lines of Blaschko, mainly occupying the left side of posterior trunk, the left face, the right side of the anterior trunk, and the right upper limb. These plaques had been present since birth. In addition, she had a flat salmon to yellow nevus on the left parietal and temporal region of the scalp, with a bald patch. She was diagnosed after birth with an interauricular communication. The skin biopsy from the lesion of the right arm revealed an epidermal nevus that occupied the epidermis completely. Routine and other complementary laboratory blood tests, including platelet count, thyroid function tests, 25-hydroxy-vitamin D, parathyroid hormone, and plasma and urinary levels of calcium and phosphorus were negative. Cerebral magnetic resonance and renal ultrasound were normal. The diagnosis of SS was established. She is being followed in the clinics of Dermatology, Cardiology, Pediatrics, and Pediatric Neurology. We report this case to point out the importance of investigating patients with epidermal nevus to identify associated conditions. 2013 by the article author(s).",NA,7995,"EMBASE","r"
"Resende, C. and Arajo, C. and Vieira, A.P. and Ventura, F. and Brito, C.","Schimmelpenning syndrome","Dermatology Online Journal","Schimmelpenning syndrome (SS) includes an organoid nevus that follows the lines of Blaschko and defects of brain, eyes, bones, or other systems. We report a case of a 3-month old female infant, who presented with several thin plaques, with irregular borders, yellowish color, which had a verrucous appearance, following the lines of Blaschko, mainly occupying the left side of posterior trunk, the left face, the right side of the anterior trunk, and the right upper limb. These plaques had been present since birth. In addition, she had a flat salmon to yellow nevus on the left parietal and temporal region of the scalp, with a bald patch. She was diagnosed after birth with an interauricular communication. The skin biopsy from the lesion of the right arm revealed an epidermal nevus that occupied the epidermis completely. Routine and other complementary laboratory blood tests, including platelet count, thyroid function tests, 25-hydroxy-vitamin D, parathyroid hormone, and plasma and urinary levels of calcium and phosphorus were negative. Cerebral magnetic resonance and renal ultrasound were normal. The diagnosis of SS was established. She is being followed in the clinics of Dermatology, Cardiology, Pediatrics, and Pediatric Neurology. We report this case to point out the importance of investigating patients with epidermal nevus to identify associated conditions.  2013 by the article author(s).",NA,38159,"Scopus","r"
"Resende C and Arajo C and Vieira AP and Ventura F and Brito C","Schimmelpenning syndrome.","Dermatology online journal","Schimmelpenning syndrome (SS) includes an organoid nevus that follows the lines of Blaschko and defects of brain, eyes, bones, or other systems. We report a case of a 3-month old female infant, who presented with several thin plaques, with irregular borders, yellowish color, which had a verrucous appearance, following the lines of Blaschko, mainly occupying the left side of posterior trunk, the left face, the right side of the anterior trunk, and the right upper limb. These plaques had been present since birth. In addition, she had a flat salmon to yellow nevus on the left parietal and temporal region of the scalp, with a bald patch. She was diagnosed after birth with an interauricular communication. The skin biopsy from the lesion of the right arm revealed an epidermal nevus that occupied the epidermis completely. Routine and other complementary laboratory blood tests, including platelet count, thyroid function tests, 25-hydroxy-vitamin D, parathyroid hormone, and plasma and urinary levels of calcium and phosphorus were negative. Cerebral magnetic resonance and renal ultrasound were normal. The diagnosis of SS was established. She is being followed in the clinics of Dermatology, Cardiology, Pediatrics, and Pediatric Neurology. We report this case to point out the importance of investigating patients with epidermal nevus to identify associated conditions.",NA,17739,"PubMed","k"
"Turan E. and Buyukgural B. and Celik O.I.","Simultaneous occurrence of two squamous cell carcinomas developing in a nevus sebaceous","Arch. Iran. Med","Nevus sebaceous (NS), also known as organoid nevus, is a congenital skin hamartoma involving pilosebaceous follicle, epidermis and adnexal structures, which usually occurs in the head and neck region. During the first stage, which is seen in infancy and childhood, the lesion remains static, but can subsequently grow during puberty to become more evident and verrucous or nodular. Depending on the location and extent, nevus sebaceous causes only a cosmetic problem during childhood; however, the development of benign and malignant neoplasms on the lesion is the most severe complication during adulthood. The association between nevus sebaceous and various benign and malignant cutaneous neoplasms is well documented. Basal cell carcinoma (BCC) is the most common malignant lesion, and syrin-gocystadenoma papilliferum (SP) is the most common benign tumor associated with nevus sebaceous. Development of squamous cell carcinoma within NS is very rare. The literature contains only a few reports of simultaneous multiple malignant tumors developing on nevus sebaceous. We present a review of the literature and report the case of a 42-year-old female patient with two squamous-cell carcinomas (SCC) simultaneously within a single NS.Copyright 2015 Academy of Medical Sciences of I.R. Iran. All rights reserved.",NA,7710,"EMBASE","r"
"Turan, E. and Buyukgural, B. and Celik, O.I.","Simultaneous occurrence of two squamous cell carcinomas developing in a nevus sebaceous","Archives of Iranian Medicine","Nevus sebaceous (NS), also known as organoid nevus, is a congenital skin hamartoma involving pilosebaceous follicle, epidermis and adnexal structures, which usually occurs in the head and neck region. During the first stage, which is seen in infancy and childhood, the lesion remains static, but can subsequently grow during puberty to become more evident and verrucous or nodular. Depending on the location and extent, nevus sebaceous causes only a cosmetic problem during childhood; however, the development of benign and malignant neoplasms on the lesion is the most severe complication during adulthood. The association between nevus sebaceous and various benign and malignant cutaneous neoplasms is well documented. Basal cell carcinoma (BCC) is the most common malignant lesion, and syrin-gocystadenoma papilliferum (SP) is the most common benign tumor associated with nevus sebaceous. Development of squamous cell carcinoma within NS is very rare. The literature contains only a few reports of simultaneous multiple malignant tumors developing on nevus sebaceous. We present a review of the literature and report the case of a 42-year-old female patient with two squamous-cell carcinomas (SCC) simultaneously within a single NS.  2015 Academy of Medical Sciences of I.R. Iran. All rights reserved.",NA,37990,"Scopus","r"
"Turan, Enver and Buyukgural, Berker and Celik, Ozgur Ilhan","Simultaneous Occurrence of Two Squamous Cell Carcinomas Developing in a Nevus Sebaceous","ARCHIVES OF IRANIAN MEDICINE","Nevus sebaceous (NS), also known as organoid nevus, is a congenital skin hamartoma involving pilosebaceous follicle, epidermis and adnexal structures, which usually occurs in the head and neck region. During the first stage, which is seen in infancy and childhood, the lesion remains static, but can subsequently grow during puberty to become more evident and verrucous or nodular. Depending on the location and extent, nevus sebaceous causes only a cosmetic problem during childhood; however, the development of benign and malignant neoplasms on the lesion is the most severe complication during adulthood. The association between nevus sebaceous and various benign and malignant cutaneous neoplasms is well documented. Basal cell carcinoma (BCC) is the most common malignant lesion, and syringocystadenoma papilliferum (SP) is the most common benign tumor associated with nevus sebaceous. Development of squamous cell carcinoma within NS is very rare. The literature contains only a few reports of simultaneous multiple malignant tumors developing on nevus sebaceous. We present a review of the literature and report the case of a 42-year-old female patient with two squamous-cell carcinomas (SCC) simultaneously within a single NS.",NA,26584,"Web of Science","r"
"Turan E and Buyukgural B and Ilhan Celik O","Simultaneous occurrence of two squamous cell carcinomas developing in a nevus sebaceous.","Archives of Iranian medicine","Nevus sebaceous (NS), also known as organoid nevus, is a congenital skin hamartoma involving pilosebaceous follicle, epidermis and adnexal structures, which usually occurs in the head and neck region. During the first stage, which is seen in infancy and childhood, the lesion remains static, but can subsequently grow during puberty to become more evident and verrucous or nodular. Depending on the location and extent, nevus sebaceous causes only a cosmetic problem during childhood; however, the development of benign and malignant neoplasms on the lesion is the most severe complication during adulthood. The association between nevus sebaceous and various benign and malignant cutaneous neoplasms is well documented. Basal cell carcinoma (BCC) is the most common malignant lesion, and syringocystadenoma papilliferum (SP) is the most common benign tumor associated with nevus sebaceous. Development of squamous cell carcinoma within NS is very rare. The literature contains only a few reports of simultaneous multiple malignant tumors developing on nevus sebaceous. We present a review of the literature and report the case of a 42-year-old female patient with two squamous-cell carcinomas (SCC) simultaneously within a single NS.",NA,22276,"PubMed","k"
"Kumar, Vikrant and Ramnarayanan, Kalpana and Sundar, Raghav and Padmanabhan, Nisha and Srivastava, Supriya and Koiwa, Mayu and Yasuda, Tadahito and Koh, Vivien and Huang, Kie Kyon and Tay, Su Ting and Ho, Shamaine Wei Ting and Tan, Angie Lay Keng and Ishimoto, Takatsugu and Kim, Guowei and Shabbir, Asim and Chen, Qingfeng and Zhang, Biyan and Xu, Shengli and Lam, Kong-Peng and Lum, Huey Yew Jeffrey and Teh, Ming and Yong, Wei Peng and So, Jimmy Bok Yan and Tan, Patrick","Single-Cell Atlas of Lineage States, Tumor Microenvironment, and Subtype-Specific Expression Programs in Gastric Cancer","CANCER DISCOVERY","Gastric cancer heterogeneity represents a barrier to disease management. We generated a comprehensive single-cell atlas of gastric cancer (>200,000 cells) comprising 48 samples from 31 patients across clinical stages and histologic subtypes. We identified 34 distinct cell-lineage states including novel rare cell populations. Many lineage states exhibited distinct cancer-associated expression profiles. individually contributing to a combined tumor-wide molecular collage. We observed increased plasma cell proportions in diffuse-type tumors associated with epithelial resident KLF2 and stage-wise accrual of cancer-associated fibroblast subpopulations marked by high INHBA and FAP coexpression. Single-cell comparisons between patient-derived organoids (PDO) and primary tumors highlighted inter- and intralineage similarities and differences, demarcating molecular boundaries of PDOs as experimental models. We complemented these findings by spatial transcriptomics, orthogonal validation in independent bulk RNA-sequencing cohorts, and functional demonstration using in vitro and in vivo models. Our results provide a high-resolution molecular resource of intra- and interpatient lineage states across distinct gastric cancer subtypes.",NA,28014,"Web of Science","r"
"Kumar V and Ramnarayanan K and Sundar R and Padmanabhan N and Srivastava S and Koiwa M and Yasuda T and Koh V and Huang KK and Tay ST and Ho SWT and Tan ALK and Ishimoto T and Kim G and Shabbir A and Chen Q and Zhang B and Xu S and Lam KP and Lum HYJ and Teh M and Yong WP and So JBY and Tan P","Single-Cell Atlas of Lineage States, Tumor Microenvironment, and Subtype-Specific Expression Programs in Gastric Cancer.","Cancer discovery","Gastric cancer heterogeneity represents a barrier to disease management. We generated a comprehensive single-cell atlas of gastric cancer (>200,000 cells) comprising 48 samples from 31 patients across clinical stages and histologic subtypes. We identified 34 distinct cell-lineage states including novel rare cell populations. Many lineage states exhibited distinct cancer-associated expression profiles, individually contributing to a combined tumor-wide molecular collage. We observed increased plasma cell proportions in diffuse-type tumors associated with epithelial-resident KLF2 and stage-wise accrual of cancer-associated fibroblast subpopulations marked by high INHBA and FAP coexpression. Single-cell comparisons between patient-derived organoids (PDO) and primary tumors highlighted inter- and intralineage similarities and differences, demarcating molecular boundaries of PDOs as experimental models. We complemented these findings by spatial transcriptomics, orthogonal validation in independent bulk RNA-sequencing cohorts, and functional demonstration using in vitro and in vivo models. Our results provide a high-resolution molecular resource of intra- and interpatient lineage states across distinct gastric cancer subtypes. SIGNIFICANCE: We profiled gastric malignancies at single-cell resolution and identified increased plasma cell proportions as a novel feature of diffuse-type tumors. We also uncovered distinct cancer-associated fibroblast subtypes with INHBA-FAP-high cell populations as predictors of poor clinical prognosis. Our findings highlight potential origins of deregulated cell states in the gastric tumor ecosystem. This article is highlighted in the In This Issue feature, p. 587.","10.1158/2159-8290.cd-21-0683",19262,"PubMed","k"
"McCray, Tara and Moline, Daniel and Baumann, Bethany and Vander Griend, Donald J. and Nonn, Larisa","Single-cell RNA-Seq analysis identifies a putative epithelial stem cell population in human primary prostate cells in monolayer and organoid culture conditions","AMERICAN JOURNAL OF CLINICAL AND EXPERIMENTAL UROLOGY","Human primary prostate epithelial (PrE) cells represent patient-derived in vitro models and are traditionally grown as a monolayer in two-dimensional culture. It has been recently demonstrated that expansion of primary cells into three-dimensional prostatic organoids better mimics prostate epithelial glands by recapitulating epithelial differentiation and cell polarity. Here, we sought to identify cell populations present in monolayer PrE cells and organoid culture, grown from the same patient, using single-cell RNA-sequencing. Single-cell RNA-sequencing is a powerful tool to analyze transcriptome profiles of thousands of individual cells simultaneously, creating an in-depth atlas of cell populations within a sample. Organoids consisted of six distinct cell clusters (populations) of intermediate differentiation compared to only three clusters in the monolayer prostate epithelial cells. Integrated analysis of the datasets allowed for direct comparison of the monolayer and organoid samples and identified 10 clusters, including a distinct putative prostate stem cell population that was high in Keratin 13 (KRT13), Lymphocyte Antigen 6D (LY6D), and Prostate Stem Cell Antigen (PSCA). Many of the genes within the clusters were validated through RT-qPCR and immunofluorescence in PrE samples from 5 additional patients. KRT13+ cells were observed in discrete areas of the parent tissue and organoids. Pathway analyses and lack of EdU incorporation corroborated a stem-like phenotype based on the gene expression and quiescent state of the KRT13+ cluster. Other clusters within the samples were similar to epithelial populations reported within patient prostate tissues. In summary, these data show that the epithelial stem population is preserved in PrE cultures, with organoids uniquely expanding intermediate cell types not present in monolayer culture.",NA,23655,"Web of Science","r"
"McCray T and Moline D and Baumann B and Vander Griend DJ and Nonn L","Single-cell RNA-Seq analysis identifies a putative epithelial stem cell population in human primary prostate cells in monolayer and organoid culture conditions.","American journal of clinical and experimental urology","Human primary prostate epithelial (PrE) cells represent patient-derived in vitro models and are traditionally grown as a monolayer in two-dimensional culture. It has been recently demonstrated that expansion of primary cells into three-dimensional prostatic organoids better mimics prostate epithelial glands by recapitulating epithelial differentiation and cell polarity. Here, we sought to identify cell populations present in monolayer PrE cells and organoid culture, grown from the same patient, using single-cell RNA-sequencing. Single-cell RNA-sequencing is a powerful tool to analyze transcriptome profiles of thousands of individual cells simultaneously, creating an in-depth atlas of cell populations within a sample. Organoids consisted of six distinct cell clusters (populations) of intermediate differentiation compared to only three clusters in the monolayer prostate epithelial cells. Integrated analysis of the datasets allowed for direct comparison of the monolayer and organoid samples and identified 10 clusters, including a distinct putative prostate stem cell population that was high in Keratin 13 (KRT13), Lymphocyte Antigen 6D (LY6D), and Prostate Stem Cell Antigen (PSCA). Many of the genes within the clusters were validated through RT-qPCR and immunofluorescence in PrE samples from 5 additional patients. KRT13+ cells were observed in discrete areas of the parent tissue and organoids. Pathway analyses and lack of EdU incorporation corroborated a stem-like phenotype based on the gene expression and quiescent state of the KRT13+ cluster. Other clusters within the samples were similar to epithelial populations reported within patient prostate tissues. In summary, these data show that the epithelial stem population is preserved in PrE cultures, with organoids uniquely expanding intermediate cell types not present in monolayer culture.",NA,11639,"PubMed","k"
"Yin, Yuebang and Liu, Peng-Yu and Shi, Yinghua and Li, Ping","Single-Cell Sequencing and Organoids: A Powerful Combination for Modelling Organ Development and Diseases",NA,"The development and function of a particular organ and the pathogenesis of various diseases remain intimately linked to the features of each cell type in the organ. Conventional messenger RNA- or protein-based methodologies often fail to elucidate the contribution of rare cell types, including some subpopulations of stem cells, short-lived progenitors and circulating tumour cells, thus hampering their applications in studies regarding organ development and diseases. The scRNA-seq technique represents a new approach for determining gene expression variability at the single-cell level. Organoids are new preclinical models that recapitulate complete or partial features of their original organ and are thought to be superior to cell models in mimicking the sophisticated spatiotemporal processes of the development and regeneration and diseases. In this review, we highlight recent advances in the field of scRNA-seq, organoids and their current applications and summarize the advantages of using a combination of scRNA-seq and organoid technology to model diseases and organ development.","10.1007/112\_2020\_47",30553,"Web of Science","r"
"Yin Y and Liu PY and Shi Y and Li P","Single-Cell Sequencing and Organoids: A Powerful Combination for Modelling Organ Development and Diseases.","Reviews of physiology, biochemistry and pharmacology","The development and function of a particular organ and the pathogenesis of various diseases remain intimately linked to the features of each cell type in the organ. Conventional messenger RNA- or protein-based methodologies often fail to elucidate the contribution of rare cell types, including some subpopulations of stem cells, short-lived progenitors and circulating tumour cells, thus hampering their applications in studies regarding organ development and diseases. The scRNA-seq technique represents a new approach for determining gene expression variability at the single-cell level. Organoids are new preclinical models that recapitulate complete or partial features of their original organ and are thought to be superior to cell models in mimicking the sophisticated spatiotemporal processes of the development and regeneration and diseases. In this review, we highlight recent advances in the field of scRNA-seq, organoids and their current applications and summarize the advantages of using a combination of scRNA-seq and organoid technology to model diseases and organ development.","10.1007/112_2020_47",20806,"PubMed","k"
"Wang, Y. and Song, W. and Wang, J. and Wang, T. and Xiong, X. and Qi, Z. and Fu, W. and Yang, X. and Chen, Y.-G. and Chen, Y.-G.","Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine","Journal of Experimental Medicine","The intestine plays an important role in nutrient digestion and absorption, microbe defense, and hormone secretion. Although major cell types have been identified in the mouse intestinal epithelium, cell type-specific markers and functional assignments are largely unavailable for human intestine. Here, our single-cell RNA-seq analyses of 14,537 epithelial cells from human ileum, colon, and rectum reveal different nutrient absorption preferences in the small and large intestine, suggest the existence of Paneth-like cells in the large intestine, and identify potential new marker genes for human transient-amplifying cells and goblet cells. We have validated some of these insights by quantitative PCR, immunofluorescence, and functional analyses. Furthermore, we show both common and differential features of the cellular landscapes between the human and mouse ilea. Therefore, our data provide the basis for detailed characterization of human intestine cell constitution and functions, which would be helpful for a better understanding of human intestine disorders, such as inflammatory bowel disease and intestinal tumorigenesis.  2019 Wang et al.","10.1084/jem_20191130",34987,"Scopus","r"
"Wang Y and Song W and Wang J and Wang T and Xiong X and Qi Z and Fu W and Yang X and Chen YG","Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine.","The Journal of experimental medicine","The intestine plays an important role in nutrient digestion and absorption, microbe defense, and hormone secretion. Although major cell types have been identified in the mouse intestinal epithelium, cell type-specific markers and functional assignments are largely unavailable for human intestine. Here, our single-cell RNA-seq analyses of 14,537 epithelial cells from human ileum, colon, and rectum reveal different nutrient absorption preferences in the small and large intestine, suggest the existence of Paneth-like cells in the large intestine, and identify potential new marker genes for human transient-amplifying cells and goblet cells. We have validated some of these insights by quantitative PCR, immunofluorescence, and functional analyses. Furthermore, we show both common and differential features of the cellular landscapes between the human and mouse ilea. Therefore, our data provide the basis for detailed characterization of human intestine cell constitution and functions, which would be helpful for a better understanding of human intestine disorders, such as inflammatory bowel disease and intestinal tumorigenesis.","10.1084/jem.20191130",18548,"PubMed","k"
"Locke S.T. and Schaffenburg W.C. and Breedlove J.P. and Davis Ii D.W. and Bowden Iii L.P. and Royer M.C.","Squamous cell carcinoma with perineural involvement in nevus sebaceus","Cutis","Nevus sebaceus (NS), also known as an organoid nevus, is a congenital skin hamartoma involving the pilosebaceous unit, epidermis, and adnexa, frequently occurring in the scalp area. During childhood, the lesion remains unchanged but may subsequently increase in size during puberty in response to hormonal release, with possible tumor development. We report a case of squamous cell carcinoma (SCC) development in an NS with histologic evidence of perineural involvement on the anterior central scalp of a 13-year-old adolescent girl. We also review the management and prognosis.",NA,5624,"EMBASE","r"
"Locke ST and Schaffenburg WC and Breedlove JP and Davis Ii DW and Bowden Iii LP and Royer MC","Squamous cell carcinoma with perineural involvement in nevus sebaceus.","Cutis","Nevus sebaceus (NS), also known as an organoid nevus, is a congenital skin hamartoma involving the pilosebaceous unit, epidermis, and adnexa, frequently occurring in the scalp area. During childhood, the lesion remains unchanged but may subsequently increase in size during puberty in response to hormonal release, with possible tumor development. We report a case of squamous cell carcinoma (SCC) development in an NS with histologic evidence of perineural involvement on the anterior central scalp of a 13-year-old adolescent girl. We also review the management and prognosis.",NA,18448,"PubMed","k"
"Liu H.-C. and Xie Y. and Deng C.-H. and Liu G.-H.","Stem cell-based therapies for fertility preservation in males: Current status and future prospects","World J. Stem Cells","With the decline in male fertility in recent years, strategies for male fertility preservation have received increasing attention. In this study, by reviewing current treatments and recent publications, we describe research progress in and the future directions of stem cell-based therapies for male fertility preservation, focusing on the use of spermatogonial stem cells (SSCs), SSC niches, SSC-based testicular organoids, other stem cell types such as mesenchymal stem cells, and stem cell-derived extracellular vesicles. In conclusion, a more comprehensive understanding of the germ cell microenvironment, stem cell-derived extracellular vesicles, and testicular organoids will play an important role in achieving male fertility preservation.Copyright The Author(s) 2020. Published by Baishideng Publishing Group Inc. All rights reserved.","10.4252/wjsc.vl2.il0.1097",5486,"EMBASE","r"
"Liu HC and Xie Y and Deng CH and Liu GH","Stem cell-based therapies for fertility preservation in males: Current status and future prospects.","World journal of stem cells","With the decline in male fertility in recent years, strategies for male fertility preservation have received increasing attention. In this study, by reviewing current treatments and recent publications, we describe research progress in and the future directions of stem cell-based therapies for male fertility preservation, focusing on the use of spermatogonial stem cells (SSCs), SSC niches, SSC-based testicular organoids, other stem cell types such as mesenchymal stem cells, and stem cell-derived extracellular vesicles. In conclusion, a more comprehensive understanding of the germ cell microenvironment, stem cell-derived extracellular vesicles, and testicular organoids will play an important role in achieving male fertility preservation.","10.4252/wjsc.v12.i10.1097",21499,"PubMed","k"
"Ciechanowicz, Andrzej","Stem Cells in Lungs",NA,"The respiratory system plays an essential role for human life. This system (like all others) undergoes physiological regeneration due to many types of stem cells found both in the respiratory tract itself and in the alveoli. The stem cell hierarchy is very extensive due to their variety in the lungs and is still not completely understood. The best described lung stem cells are alveolar type II cells, which as progenitor lung stem cells are precursors of alveolar type I cells, i.e., cells that perform gas exchange in the lungs. These progenitor stem cells, which reside in alveoli corners, express high levels of surfactant protein C (SFTPC). Despite the fact that type II pneumocytes occupy only 7-10\% of the lung surface, there are almost twice as many as alveolar type I cells occupying almost 95\% of the surface. Other stem cells making up the lung regenerative potential have also been identified in the lungs. Both endothelial, mesodermal, and epithelial stem cells are necessary for the lungs to function properly and perform their physiological functions. The lungs, like all other organs, undergo an aging process. As a result of this process, not only the total number of cells changes, the percentage of particular types of cells, but also their efficiency is reduced. With age, the proliferative potential of lung stem cells also decreases, not just their number. This brings about the need to increase the intensity of research in the field of regenerative medicine.","10.1007/978-3-030-31206-0\_13",29226,"Web of Science","r"
"Ciechanowicz A","Stem Cells in Lungs.","Advances in experimental medicine and biology","The respiratory system plays an essential role for human life. This system (like all others) undergoes physiological regeneration due to many types of stem cells found both in the respiratory tract itself and in the alveoli. The stem cell hierarchy is very extensive due to their variety in the lungs and is still not completely understood.The best described lung stem cells are alveolar type II cells, which as progenitor lung stem cells are precursors of alveolar type I cells, i.e., cells that perform gas exchange in the lungs. These progenitor stem cells, which reside in alveoli corners, express high levels of surfactant protein C (SFTPC). Despite the fact that type II pneumocytes occupy only 7-10% of the lung surface, there are almost twice as many as alveolar type I cells occupying almost 95% of the surface.Other stem cells making up the lung regenerative potential have also been identified in the lungs. Both endothelial, mesodermal, and epithelial stem cells are necessary for the lungs to function properly and perform their physiological functions.The lungs, like all other organs, undergo an aging process. As a result of this process, not only the total number of cells changes, the percentage of particular types of cells, but also their efficiency is reduced. With age, the proliferative potential of lung stem cells also decreases, not just their number. This brings about the need to increase the intensity of research in the field of regenerative medicine.","10.1007/978-3-030-31206-0_13",22335,"PubMed","k"
"Logan, S. and Arzua, T. and Canfield, S.G. and Seminary, E.R. and Sison, S.L. and Ebert, A.D. and Bai, X.","Studying human neurological disorders using induced pluripotent stem cells: From 2D monolayer to 3D organoid and blood brain barrier models","Comprehensive Physiology","Neurological disorders have emerged as a predominant healthcare concern in recent years due to their severe consequences on quality of life and prevalence throughout the world. Understanding the underlying mechanisms of these diseases and the interactions between different brain cell types is essential for the development of new therapeutics. Induced pluripotent stem cells (iPSCs) are invaluable tools for neurological disease modeling, as they have unlimited self-renewal and differentiation capacity. Mounting evidence shows: (i) various brain cells can be generated from iPSCs in two-dimensional (2D) monolayer cultures; and (ii) further advances in 3D culture systems have led to the differentiation of iPSCs into organoids with multiple brain cell types and specific brain regions. These 3D organoids have gained widespread attention as in vitro tools to recapitulate complex features of the brain, and (iii) complex interactions between iPSC-derived brain cell types can recapitulate physiological and pathological conditions of blood-brain barrier (BBB). As iPSCs can be generated from diverse patient populations, researchers have effectively applied 2D, 3D, and BBB models to recapitulate genetically complex neurological disorders and reveal novel insights into molecular and genetic mechanisms of neurological disorders. In this review, we describe recent progress in the generation of 2D, 3D, and BBB models from iPSCs and further discuss their limitations, advantages, and future ventures. This review also covers the current status of applications of 2D, 3D, and BBB models in drug screening, precision medicine, and modeling a wide range of neurological diseases (e.g., neurodegenerative diseases, neurodevelopmental disorders, brain injury, and neuropsychiatric disorders).  2019 American Physiological Society.",NA,38965,"Scopus","r"
"Logan S and Arzua T and Canfield SG and Seminary ER and Sison SL and Ebert AD and Bai X","Studying Human Neurological Disorders Using Induced Pluripotent Stem Cells: From 2D Monolayer to 3D Organoid and Blood Brain Barrier Models.","Comprehensive Physiology","Neurological disorders have emerged as a predominant healthcare concern in recent years due to their severe consequences on quality of life and prevalence throughout the world. Understanding the underlying mechanisms of these diseases and the interactions between different brain cell types is essential for the development of new therapeutics. Induced pluripotent stem cells (iPSCs) are invaluable tools for neurological disease modeling, as they have unlimited self-renewal and differentiation capacity. Mounting evidence shows: (i) various brain cells can be generated from iPSCs in two-dimensional (2D) monolayer cultures; and (ii) further advances in 3D culture systems have led to the differentiation of iPSCs into organoids with multiple brain cell types and specific brain regions. These 3D organoids have gained widespread attention as in vitro tools to recapitulate complex features of the brain, and (iii) complex interactions between iPSC-derived brain cell types can recapitulate physiological and pathological conditions of blood-brain barrier (BBB). As iPSCs can be generated from diverse patient populations, researchers have effectively applied 2D, 3D, and BBB models to recapitulate genetically complex neurological disorders and reveal novel insights into molecular and genetic mechanisms of neurological disorders. In this review, we describe recent progress in the generation of 2D, 3D, and BBB models from iPSCs and further discuss their limitations, advantages, and future ventures. This review also covers the current status of applications of 2D, 3D, and BBB models in drug screening, precision medicine, and modeling a wide range of neurological diseases (e.g., neurodegenerative diseases, neurodevelopmental disorders, brain injury, and neuropsychiatric disorders). 2019 American Physiological Society. Compr Physiol 9:565-611, 2019.","10.1002/cphy.c180025",21149,"PubMed","k"
"Macia J. and Vidiella B. and Sole R.V.","Synthetic associative learning in engineered multicellular consortia","J. R. Soc. Interface","Associative learning (AL) is one of the key mechanisms displayed by living organisms in order to adapt to their changing environments. Itwas recognized early as a general trait of complex multicellular organisms but is also found in 'simpler' ones. It has also been explored within synthetic biology using molecular circuits that are directly inspired in neural network models of conditioning. These designs involve complex wiring diagrams to be implemented within one single cell, and the presence of diverse molecular wires become a challenge that might be very difficult to overcome. Here we present three alternative circuit designs based on two-cell microbial consortia able to properly display AL responses to two classes of stimuli and displaying long- and short-termmemory (i.e. the association can be lost with time). These designs might be a helpful approach for engineering the human gut microbiome or even synthetic organoids, defining a new class of decision-making biological circuits capable of memory and adaptation to changing conditions. The potential implications and extensions are outlined.Copyright 2017 The Authors.","10.6084/m9.figshare.c.3726148",7086,"EMBASE","r"
"Macia J and Vidiella B and Sol RV","Synthetic associative learning in engineered multicellular consortia.","Journal of the Royal Society, Interface","Associative learning (AL) is one of the key mechanisms displayed by living organisms in order to adapt to their changing environments. It was recognized early as a general trait of complex multicellular organisms but is also found in 'simpler' ones. It has also been explored within synthetic biology using molecular circuits that are directly inspired in neural network models of conditioning. These designs involve complex wiring diagrams to be implemented within one single cell, and the presence of diverse molecular wires become a challenge that might be very difficult to overcome. Here we present three alternative circuit designs based on two-cell microbial consortia able to properly display AL responses to two classes of stimuli and displaying long- and short-term memory (i.e. the association can be lost with time). These designs might be a helpful approach for engineering the human gut microbiome or even synthetic organoids, defining a new class of decision-making biological circuits capable of memory and adaptation to changing conditions. The potential implications and extensions are outlined.","10.1098/rsif.2017.0158",17881,"PubMed","k"
